fecha,trabajo_realizado,calle,categoria,referencia,barrio,insumos_1,cantidad_1,fechasarregladas,mes
2025-04-23,reclamo de edese,av san martin,Trabajos generales / Varios,"comando del vivero, falta cable de lumbrado",desconocido,no se usaron insumos,0,2025-04-23,2025-04
2025-04-23,colocacion de lampara,desconocido,Instalaciónes Varias,sala y capilla,2 de abril,lampara 80w,1,2025-04-23,2025-04
2025-04-23,cambio de conexion de llave de luz,desconocido,Reemplazo de insumos electricos,capilla,2 de abril,no se usaron insumos,0,2025-04-23,2025-04
2025-04-23,cambio de lampara,andres chazarreta,Reemplazo de insumos electricos,andres chazarreta y perú,desconocido,lampara 80w,1,2025-04-23,2025-04
2025-04-23,retiro de columna con dos artefactos,desconocido,Reparación / Mantenimiento,plazoleta,maipú,no se usaron insumos,0,2025-04-23,2025-04
2025-04-23,cambio de lampara y cable,av san martin,Reemplazo de insumos electricos,plaza mitre,centro,lampara 40w,8,2025-04-23,2025-04
2025-04-23,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2025-04-23,2025-04
2025-04-24,colocacion de cables y antibandalos,desconocido,Instalaciónes Varias,predio quechuistas,desconocido,lampara 80w,1,2025-04-24,2025-04
2025-04-24,colocacion de lampara,Libertad,Instalaciónes Varias,garcia mendez y libertad,centro,lampara 80w,2,2025-04-24,2025-04
2025-04-24,reconexion luminaria,raul alfonsin,Conexión / Reconexion,desconocido,desconocido,no se usaron insumos,0,2025-04-24,2025-04
2025-04-24,reconexion cable cortado,libertad,Conexión / Reconexion,hogar de ancianos,desconocido,no se usaron insumos,0,2025-04-24,2025-04
2025-04-24,colocacion de antibandalo y lampara,av belgrano,Instalaciónes Varias,paseo del agro,desconocido,lampara 80w,15,2025-04-24,2025-04
2025-04-24,colocacion de cable subterraneo,av 25 de mayo,Instalaciónes Varias,veredon,desconocido,no se usaron insumos,0,2025-04-24,2025-04
2025-04-24,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2025-04-24,2025-04
2025-04-25,reactivacion de lamparas,desconocido,Trabajos generales / Varios,desconocido,desconocido,lampara 80w,5,2025-04-25,2025-04
2025-04-25,reclamo universidad,independencia,Trabajos generales / Varios,faltan 5 lamparas de 80w y una fotocelula indu,desconocido,no se usaron insumos,0,2025-04-25,2025-04
2025-04-25,retiro lampara quemada,desconocido,Reparación / Mantenimiento,oficina de ale,desconocido,no se usaron insumos,0,2025-04-25,2025-04
2025-04-25,colocacion de lampara,america del norte,Instalaciónes Varias,america del norte y buenos aires,las americas,lampara 80w,1,2025-04-25,2025-04
2025-04-25,colocacion de lampara,dorrego,Instalaciónes Varias,desconocido,desconocido,lampara 80w,1,2025-04-25,2025-04
2025-04-25,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2025-04-25,2025-04
2025-04-25,colocacion drisa en mastil,av 25 de mayo,Instalaciónes Varias,sportivo,desconocido,no se usaron insumos,0,2025-04-25,2025-04
2025-04-28,retiro de insumo,av san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,10,2025-04-28,2025-04
2025-04-28,colocacion,desconocido,Instalaciónes Varias,sala mistol,desconocido,cable,,2025-04-28,2025-04
2025-04-28,colocacion,desconocido,Instalaciónes Varias,mistol,desconocido,acometida,0,2025-04-28,2025-04
2025-04-28,colocacion de antibandalos y lampara,desconocido,Instalaciónes Varias,"sala, mistol",desconocido,antibandalos completos,4,2025-04-28,2025-04
2025-04-28,colocacion de focos internos,desconocido,Instalaciónes Varias,"sala, mistol",desconocido,focos internos,0,2025-04-28,2025-04
2025-04-28,activacion de comando nuevo,av belgrano,Trabajos generales / Varios,paseo del agro,desconocido,no se usaron insumos,0,2025-04-28,2025-04
2025-04-28,colocacion de bandera provincial y fernandez,av belgrano,Instalaciónes Varias,paseo del agro,desconocido,no se usaron insumos,0,2025-04-28,2025-04
2025-04-28,reconexion,desconocido,Conexión / Reconexion,flia mamfred@,2 de abril,no se usaron insumos,0,2025-04-28,2025-04
2025-04-28,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y mar argentino,desconocido,lampara 80w,1,2025-04-28,2025-04
2025-04-28,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y uriarte,2 de abril ampliacion,lampara 80w,1,2025-04-28,2025-04
2025-04-28,colocacion de lampara,ruta 34 vieja,Instalaciónes Varias,flia farfan,desconocido,lampara 80w,1,2025-04-28,2025-04
2025-04-28,colocacion de fotocelula  ,desconocido,Instalaciónes Varias,mistol,desconocido,fotocelula industrial,1,2025-04-28,2025-04
2025-04-28,colocacion de lampara,garcia mendez,Instalaciónes Varias,garcia mendez y belgrano,desconocido,lampara 80w,1,2025-04-28,2025-04
2025-04-28,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2025-04-28,2025-04
2025-04-28,trabajo en el peaje,ruta 34 nueva,Trabajos generales / Varios,pasando la YPF,desconocido,no se usaron insumos,0,2025-04-28,2025-04
2025-05-29,retiro de insumo,av san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,10,2025-05-29,2025-05
2025-05-29,colocacion de lampara,libertad,Instalaciónes Varias,ninguna,libertad,lampara 80w,2,2025-05-29,2025-05
2025-05-29,colocacion de lampara,desconocido,Instalaciónes Varias,"canalito, costado del canal de drenaje",desconocido,lampara 80w,4,2025-05-29,2025-05
2025-05-29,"colocacion de lampara, cables y parada de columna",desconocido,Instalaciónes Varias,plazoleta,maipú,lampara 80w,2,2025-05-29,2025-05
2025-05-29,colocacion de lampara,uriquiza,Instalaciónes Varias,urquiza y pedro leon gallo,desconocido,lampara 80w,1,2025-05-29,2025-05
2025-05-29,retiro de cable,desconocido,Reparación / Mantenimiento,desconocido,desconocido,no se usaron insumos,0,2025-05-29,2025-05
2025-05-29,colocacion de lampara,Urquiza,Instalaciónes Varias,Urquiza y fransisco de aguirre,desconocido,lampara 80w,1,2025-05-29,2025-05
2025-05-29,cambio de farola,santiago del estero,Reemplazo de insumos electricos,esquina de santiago del estero y av san martin,desconocido,lampara 40w,10,2025-05-29,2025-05
2025-05-29,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2025-05-29,2025-05
2025-05-30,retiro de insumo,av san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,10,2025-05-30,2025-05
2025-05-30,bajada de toma,av belgrano,Bajada de energía,"paseo del agro, tio gere",desconocido,no se usaron insumos,0,2025-05-30,2025-05
2025-05-30,colocacion de foto celula y lampara,independencia,Instalaciónes Varias,Escuela de capacitacion profesional N25 adolfo alsina,desconocido,lampara 80w,4,2025-05-30,2025-05
2025-05-30,extencion de alumbrado,desconocido,Instalaciónes Varias,"la loma, victoria al fondo, garnica cristina",desconocido,no se usaron insumos,0,2025-05-30,2025-05
2025-05-30,colocacion de lampara,jesus fernandez,Instalaciónes Varias,pozo suni,desconocido,lampara 80w,1,2025-05-30,2025-05
2025-05-30,colocacion de lampara,juan mayuli,Instalaciónes Varias,juan mayulli y jesus fernandez,desconocido,lampara 80w,1,2025-05-30,2025-05
2025-05-30,reconexion,irigoyen,Conexión / Reconexion,"hipolito irigoyen casi matienzo, flia villalba",desconocido,no se usaron insumos,0,2025-05-30,2025-05
2025-05-30,colocacion de lampara,pedro leon gallo,Instalaciónes Varias,pedro leon gallo y matienzo,desconocido,lampara 80w,1,2025-05-30,2025-05
2025-05-30,colocacion de lampara,matienzo,Instalaciónes Varias,atras del hospital nuevo,desconocido,lampara 80w,1,2025-05-30,2025-05
2025-05-30,colocacion de lampara,pedro leon gallo,Instalaciónes Varias,entre cordoba y santa fe,desconocido,lampara 80w,1,2025-05-30,2025-05
2025-05-30,colocacion de lampara,av belgrano,Instalaciónes Varias,paseo del agro,desconocido,lampara 80w,3,2025-05-30,2025-05
2025-05-06,poda de planta ,desconocido,Trabajos generales / Varios,frente de la chuchi matarazo,desconocido,no se usaron insumos,0,2025-05-06,2025-05
2025-05-06,colocacion de lampara,congreso,Instalaciónes Varias,congreso y martin fierro,desconocido,lampara 80w,1,2025-05-06,2025-05
2025-05-06,retiro de guirnalda,desconocido,Reparación / Mantenimiento,desconocido,desconocido,no se usaron insumos,0,2025-05-06,2025-05
2025-05-06,colocacion de lampara,hector celario,Instalaciónes Varias,entre san martín y belgrano,belgrano,lampara 80w,1,2025-05-06,2025-05
2025-05-06,colocacion de lampara,hector celario,Instalaciónes Varias,entre belgrano y lascano,belgrano,lampara 80w,1,2025-05-06,2025-05
2025-05-06,colocacion de lampara,san martin,Instalaciónes Varias,esquina de paola juarez,bicentenario,lampara 80w,1,2025-05-06,2025-05
2025-05-06,colocacion de lampara,san martin,Instalaciónes Varias,frente a cancha de fadel,desconocido,lampara 80w,2,2025-05-06,2025-05
2025-05-06,reconexion,desconocido,Conexión / Reconexion,sala de mistol,desconocido,cable,0,2025-05-06,2025-05
2025-05-06,parada de pilar trifasico,desconocido,Conexión / Reconexion,en mistol,desconocido,no se usaron insumos,0,2025-05-06,2025-05
2024-06-05,retiro de insumo,san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,15,2024-06-05,2024-06
2024-06-05,colocacion de lampara,absalon rojas,Instalaciónes Varias,absalon rojas y san martín frente de jyr,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,27 de abril,Instalaciónes Varias,27 de abril y belgrano,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,belgrano,Instalaciónes Varias,entre chein y islas malvinas,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,reprogramacion de timer,desconocido,Cambio de Timer / Programación,desconocido,libertad,no se usaron insumos,0,2024-06-05,2024-06
2024-06-05,colocacion de lampara,namuncura,Instalaciónes Varias,frente escuela nueva,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,namuncura,Instalaciónes Varias,entre pedro leon gallo y ruta 34,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,pasaje domingo bravo,Instalaciónes Varias,desconocido,30 viviendas,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,almirante brown,Instalaciónes Varias,p carol y almirante brown,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,chazarreta,Instalaciónes Varias,esquina de plazoleta,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,reconexion,laprida,Conexión / Reconexion,entre chazarreta e irigoyen,desconocido,"cable jn, polar",,2024-06-05,2024-06
2024-06-05,colocacion de lampara,pasaje juan felipe ibarra,Instalaciónes Varias,pasaje,independiente,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,pasaje de mario alosen,Instalaciónes Varias,donde vive mario alosen,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,desconocido,Instalaciónes Varias,la loma al lado del canal del drenaje,desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,colocacion de lampara,desconocido,Instalaciónes Varias,"loteo de figueora, chungui pereyra ",desconocido,lampara 80w,1,2024-06-05,2024-06
2024-06-05,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2024-06-05,2024-06
2024-06-05,bajada de toma,jesus fernandez,Bajada de energía,yendo a pozo suni,desconocido,no se usaron insumos,0,2024-06-05,2024-06
2024-07-05,retiro de insumo,av san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,10,2024-07-05,2024-07
2024-07-05,cambio de lugar de poste,av san martin,Reemplazo de insumos electricos,desconocido,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,reparaciones varias,desconocido,Reparación / Mantenimiento,Jardin 12 de octubre,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,reparaciones varias,desconocido,Reparación / Mantenimiento,Jardin 2 de abril,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,reparacion de comando,av belgrano,Reparación / Mantenimiento,tauil,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,colocacion de lampara,desconocido,Instalaciónes Varias,Casa de adriana rodriguez,cooperativa,lampara 80w,1,2024-07-05,2024-07
2024-07-05,conexion,desconocido,Conexión / Reconexion,flia roldan,cooperativa,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,colocacion de lampara,desconocido,Instalaciónes Varias,pasaje al lado del negocio de gilda,cooperativa,lampara 80w,1,2024-07-05,2024-07
2024-07-05,colocacion de lampara,pasaje america,Instalaciónes Varias,desconocido,12 de octubre,lampara 80w,1,2024-07-05,2024-07
2024-07-05,arreglo de poste,desconocido,Reparación / Mantenimiento,camino a la loma,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-07-05,trabajo en taller,desconocido,Trabajos generales / Varios,taller,desconocido,no se usaron insumos,0,2024-07-05,2024-07
2024-09-05,colocacion de lampara,ruta 34,Instalaciónes Varias,"sobre ruta 34 y matienzo, flia gallardo",desconocido,lampara 80w,1,2024-09-05,2024-09
2024-09-05,colocacion de lampara,ruta 34,Instalaciónes Varias,"matienzo y ruta 34, gauchito gil",desconocido,lampara 80w,1,2024-09-05,2024-09
2024-09-05,colocacion de guirnalda con foco y bajada a tierra,desconocido,Bajada de energía,plazoleta del maipú,desconocido,focos,5,2024-09-05,2024-09
2024-09-05,colocacion de lampara,desconocido,Instalaciónes Varias,plazoleta del maipú,desconocido,lampara 80w,1,2024-09-05,2024-09
2024-09-05,colocacion de lampara,matienzo,Instalaciónes Varias,matienzo y colón,desconocido,lampara 80w,1,2024-09-05,2024-09
2024-09-05,colocacion de lampara,martin fierro,Instalaciónes Varias,martin fierro y godoy cruz,desconocido,lampara 80w,2,2024-09-05,2024-09
2024-09-05,colocacion de ventilador,desconocido,Instalaciónes Varias,sala de mistol,desconocido,no se usaron insumos,0,2024-09-05,2024-09
2024-09-05,cambio de 3 llaves punto y tdm,desconocido,Reemplazo de insumos electricos,escuela huellitas,desconocido,no se usaron insumos,0,2024-09-05,2024-09
2025-05-02,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,adaptadores,60,2025-05-02,2025-05
2025-05-02,colocacion de lampara,namuncura,Instalaciónes Varias,namuncura y ruta 34 (flia ortega),desconocido,lampara 80w,1,2025-05-02,2025-05
2025-05-02,colocacion de lampara,irigoyen,Instalaciónes Varias,irigoyen casi namuncura (flia perez),2 de abril,lampara 80w,1,2025-05-02,2025-05
2025-05-02,extension ,av san martin,Instalaciónes Varias,en el barrio del gringo figueroa,san martin,cable,,2025-05-02,2025-05
2025-05-02,colocacion de lampara,urquiza,Instalaciónes Varias,entre irigoyen y chazarreta,desconocido,lampara 80w,1,2025-05-02,2025-05
2025-05-02,reparacion de comando,desconocido,Reparación / Mantenimiento,desconocido,desconocido,no se usaron insumos,0,2025-05-02,2025-05
2025-05-02,poda de arbol,jesus fernandez,Trabajos generales / Varios,jesus fernandez y 20 de junio,desconocido,no se usaron insumos,0,2025-05-02,2025-05
2025-05-02,reparacion de luminaria y antivandalos,desconocido,Reparación / Mantenimiento,desconocido,desconocido,no se usaron insumos,0,2025-05-02,2025-05
2025-05-02,cambio de llave,desconocido,Reemplazo de insumos electricos,en oficina de sanfi ,desconocido,no se usaron insumos,0,2025-05-02,2025-05
2024-10-01,colocacion de lampara,tucuman,Instalaciónes Varias,tucuman y uriarte,desconocido,lampara 80w,2,2024-10-01,2024-10
2024-10-01,reconexion,tucuman,Conexión / Reconexion,tucuman y america del norte,desconocido,no se usaron insumos,0,2024-10-01,2024-10
2024-10-01,colocacion de lampara,san martin,Instalaciónes Varias,san martin y rafael ruiz,desconocido,lampara 80w,0,2024-10-01,2024-10
2024-10-01,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2024-10-01,2024-10
2024-10-01,colocacion de lampara,desconocido,Instalaciónes Varias,la loma,desconocido,lampara 80w,14,2024-10-01,2024-10
2024-10-01,reconexion,desconocido,Conexión / Reconexion,la loma,desconocido,portalamparas,4,2024-10-01,2024-10
2024-10-01,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2024-10-01,2024-10
2024-10-01,reconexion,chein,Conexión / Reconexion,chein y belgrano (cifra),desconocido,no se usaron insumos,0,2024-10-01,2024-10
2024-10-01,revision de cable robado,desconocido,Trabajos generales / Varios,desconocido,las americas,no se usaron insumos,0,2024-10-01,2024-10
2024-10-01,colocacion de lampara,santa fe,Instalaciónes Varias,desconocido,las penquitas,lampara 80w,1,2024-10-01,2024-10
2024-10-01,revision de instalacion electrica,desconocido,Trabajos generales / Varios,desconocido,villa elisa,lampara 80w,1,2024-10-01,2024-10
2025-01-15,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,cable,,2025-01-15,2025-01
2025-01-15,extension ,av belgrano,Trabajos generales / Varios,predio del ferro,desconocido,cable,,2025-01-15,2025-01
2025-01-15,bajada para bomba de agua,ruta 34,Bajada de energía,predio el ganzo,desconocido,no se usaron insumos,0,2025-01-15,2025-01
2025-01-15,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,cable concentrico,0,2025-01-15,2025-01
2025-01-15,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-15,2025-01
2025-01-17,colocacion,av san martin,Instalaciónes Varias,predio fiesta del trigo,9 de julio,antivandalo,5,2025-01-17,2025-01
2025-01-17,conexion,av san martin,Conexión / Reconexion,predio fiesta del trigo,9 de julio,cable concentrico,,2025-01-17,2025-01
2025-01-17,bajada de electricidad,av san martin,Bajada de energía,predio fiesta del trigo,9 de julio,toma corriente,2,2025-01-17,2025-01
2025-01-17,colocacion de lampara,ruta 34 (vieja),Instalaciónes Varias,ruta 34 frente a sportivo,cooperativa,lampara 80w,2,2025-01-17,2025-01
2025-01-17,colocacion de lampara,godoy cruz,Instalaciónes Varias,guemes y godoy cruz,102,lampara 80w,1,2025-01-17,2025-01
2025-01-17,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,11,2025-01-17,2025-01
2025-01-17,colocacion de lampara,guemes,Instalaciónes Varias,libertad y remedios de escalada,desconocido,lampara 80w,2,2025-01-17,2025-01
2025-01-17,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-17,2025-01
2025-01-17,colocacion,desconocido,Instalaciónes Varias,municipalidad,desconocido,ventilador de pared,1,2025-01-17,2025-01
2025-01-17,colocacion de lampara,desconocido,Instalaciónes Varias,moreno y mayuli,desconocido,lampara 80w,1,2025-01-17,2025-01
2025-01-17,colocacion de lampara,desconocido,Instalaciónes Varias,gral taboada e independencia,desconocido,lampara 80w,1,2025-01-17,2025-01
2025-01-13,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-13,2025-01
2025-01-14,reconexion,libertad,Conexión / Reconexion,salon de guadalupe,hospital,cable,,2025-01-14,2025-01
2025-01-14,colocacion de lampara,borges,Instalaciónes Varias,entre inmigrantes y saavedra,desconocido,lampara 80w,3,2025-01-14,2025-01
2025-01-14,arreglo de cable caido del alumbrado,borges,Reparación / Mantenimiento,borges y saavedra,desconocido,no se usaron insumos,0,2025-01-14,2025-01
2025-01-14,reconexion,desconocido,Conexión / Reconexion,plazoleta belgrano,desconocido,lampara 80w,3,2025-01-14,2025-01
2025-01-14,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2025-01-14,2025-01
2025-01-22,alumbrado,av san martin (prologacion),Trabajos generales / Varios,vivero,desconocido,lampara 80w,3,2025-01-22,2025-01
2025-01-22,colocacion poste,desconocido,Instalaciónes Varias,la cuchilla (molinari),desconocido,poste,1,2025-01-22,2025-01
2025-01-22,colocacion de lampara,congreso,Instalaciónes Varias,congreso y 12 de octubre,desconocido,lampara 80w,1,2025-01-22,2025-01
2025-01-22,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,5,2025-01-22,2025-01
2025-01-22,colocacion de lampara,almirante brown,Instalaciónes Varias,almirante brown y namuncura,desconocido,lampara 80w,1,2025-01-22,2025-01
2025-01-22,revision de instalacion electrica,desconocido,Trabajos generales / Varios,negro torres funciona normal¿,trula,no se usaron insumos,0,2025-01-22,2025-01
2025-01-22,revision de instalacion electrica,av san martin (prolongacion norte),Trabajos generales / Varios,concejal gomez funciona normal¿,desconocido,no se usaron insumos,0,2025-01-22,2025-01
2025-01-22,colocacion de lampara,corrientes,Instalaciónes Varias,corrientes y andres chazarreta,desconocido,lampara 80w,2,2025-01-22,2025-01
2025-01-22,colocacion de lampara,matienzo,Instalaciónes Varias,matienzo e hipolito irigoyen,desconocido,lampara 80w,1,2025-01-22,2025-01
2024-06-02,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2024-06-02,2024-06
2024-06-02,retiro de mangueras y adornos,sarmiento,Retiro de insumos varios,sarmiento,desconocido,no se usaron insumos,0,2024-06-02,2024-06
2024-06-02,revision de instalacion electrica,inmigrantes,Trabajos generales / Varios,inmigrantes y sargento cabral,desconocido,no se usaron insumos,0,2024-06-02,2024-06
2024-06-02,instalacion,desconocido,Trabajos generales / Varios,plazoleta del maipu,maipu,brazo doble,6,2024-06-02,2024-06
2024-06-02,reconexion,desconocido,Conexión / Reconexion,plaza mitre,desconocido,no se usaron insumos,0,2024-06-02,2024-06
2024-07-02,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2024-07-02,2024-07
2024-07-02,colocacion de lampara,dorrego,Instalaciónes Varias,entre 20 de junio y congreso,desconocido,lampara 80w,1,2024-07-02,2024-07
2024-07-02,colocacion de lampara,sargento cabral,Instalaciónes Varias,dorrego y 12 de octubre,desconocido,lampara 80w,1,2024-07-02,2024-07
2024-07-02,reparacion,absalon rojas,Reparación / Mantenimiento,entre san martin y libertad,desconocido,no se usaron insumos,0,2024-07-02,2024-07
2025-01-31,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,cable,,2025-01-31,2025-01
2025-01-31,colocacion y retiro de cable,desconocido,Instalaciónes Varias,predio fiesta del trigo,desconocido,antivandalos,5,2025-01-31,2025-01
2025-01-31,extension de alumbrado,desconocido,Trabajos generales / Varios,flias cisneros y rojas ¿,desconocido,alumbrado,,2025-01-31,2025-01
2025-01-31,colocacion de lampara,desconocido,Instalaciónes Varias,flia moreno¿,las americas,lampara 80w,1,2025-01-31,2025-01
2025-01-20,colocacion de lampara,libertad,Instalaciónes Varias,libertad y 27 de abril,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,colocacion de lampara,islas malvinas,Instalaciónes Varias,islas malvinas y libertad,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,colocacion de lampara,andres chazarreta,Instalaciónes Varias,andres chazarreta e islas malvinas,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,colocacion de lampara,uriarte,Instalaciónes Varias,uriarte y urquiza,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,colocacion de lampara,uriarte,Instalaciónes Varias,uriarte y matienzo,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,colocacion de lampara,independencia,Instalaciónes Varias,entre san martin y belgrano,desconocido,lampara 80w,2,2025-01-20,2025-01
2025-01-20,colocacion de lampara,independencia,Instalaciónes Varias,frente al centro cultural,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2025-01-20,2025-01
2025-01-20,poda de arbol,santiago del estero,Trabajos generales / Varios,santiago del estero y absalon rojas,desconocido,no se usaron insumos,0,2025-01-20,2025-01
2025-01-20,colocacion de lampara,urquiza,Instalaciónes Varias,urquiza matadero,desconocido,lampara 80w,1,2025-01-20,2025-01
2025-01-20,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-20,2025-01
2025-01-24,retiro de tomas,desconocido,Reparación / Mantenimiento,desconocido,desconocido,no se usaron insumos,0,2025-01-24,2025-01
2025-01-24,colocacion de lampara,rivadavia,Instalaciónes Varias,rivadavia y almirante brown,desconocido,lampara 80w,2,2025-01-24,2025-01
2025-01-24,colocacion de lampara,colon,Instalaciónes Varias,colon y santa fe,desconocido,lampara 80w,1,2025-01-24,2025-01
2025-01-24,revision de instalacion electrica,almirante brown,Trabajos generales / Varios,almirante brown y matienzo,desconocido,no se usaron insumos,0,2025-01-24,2025-01
2025-01-24,presta de luminaria,desconocido,Instalaciónes Varias,la cuchilla,desconocido,150mt,0,2025-01-24,2025-01
2025-01-24,colocacion,desconocido,Instalaciónes Varias,hogar de ancianos,desconocido,foco,1,2025-01-24,2025-01
2025-01-24,colocacion de lampara,nestor diaz,Instalaciónes Varias,barrio bicentenario calle nestor diaz,bicentenario,lampara 80w,1,2025-01-24,2025-01
2025-01-24,colocacion de lampara,los castillo,Instalaciónes Varias,calle los castillo y cementerio,desconocido,lampara 80w,4,2025-01-24,2025-01
2025-01-21,traslado,desconocido,Trabajos generales / Varios,la cuchilla,desconocido,postes,2,2025-01-21,2025-01
2025-01-21,bajada de electricidad,desconocido,Bajada de energía,barrio libertad,libertad,toma corriente,1,2025-01-21,2025-01
2025-01-21,revision de instalacion electrica,desconocido,Trabajos generales / Varios,barrio libertad,libertad,no se usaron insumos,0,2025-01-21,2025-01
2025-01-21,revision de instalacion electrica,desconocido,Trabajos generales / Varios,barrio 21 de septiembre,21 de septiembre,no se usaron insumos,0,2025-01-21,2025-01
2025-01-21,colocacion de lampara,tucuman,Instalaciónes Varias,tucuman y 25 de mayo,desconocido,lampara 80w,1,2025-01-21,2025-01
2025-01-21,colocacion de lampara,tucuman,Instalaciónes Varias,entre 25 de mayo y colon,desconocido,lampara 80w,1,2025-01-21,2025-01
2025-01-21,colocacion de lampara,colon,Instalaciónes Varias,entre tucuman y sarmiento,desconocido,lampara 80w,1,2025-01-21,2025-01
2025-01-21,colocacion de lampara,tucuman,Instalaciónes Varias,entre colon y almirante brown,desconocido,lampara 80w,1,2025-01-21,2025-01
2025-01-21,colocacion de lampara,uriarte,Instalaciónes Varias,casi alfonsin frente a maderera el aleman,desconocido,lampara 80w,1,2025-01-21,2025-01
2025-01-21,revision de cable robado,25 de mayo,Trabajos generales / Varios,predio de los quichuista,desconocido,no se usaron insumos,0,2025-01-21,2025-01
2025-01-21,retiro luces navideñas,santiago del estero,Reparación / Mantenimiento,santiago del estero y dorrego,desconocido,no se usaron insumos,0,2025-01-21,2025-01
2025-01-29,colocacion de lampara,rivadavia,Instalaciónes Varias,entre colon y 25 de mayo,desconocido,lampara 80w,2,2025-01-29,2025-01
2025-01-29,colocacion,desconocido,Instalaciónes Varias,veredon,desconocido,toma corriente,1,2025-01-29,2025-01
2025-01-29,retiro de poste de alumbrado,lescano,Reparación / Mantenimiento,calle lescano casi chein,belgrano,no se usaron insumos,0,2025-01-29,2025-01
2025-01-29,colocacion de lampara,rivadavia,Instalaciónes Varias,flia minga corvalan,30 viviendas,lampara 80w,1,2025-01-29,2025-01
2025-01-29,reparacion,lugones,Reparación / Mantenimiento,lugones y rivadavia,30 viviendas,no se usaron insumos,0,2025-01-29,2025-01
2025-01-29,colocacion de lampara,pedro leon gallo,Instalaciónes Varias,entre cordoba y santa fe,villa aurora,lampara 80w,1,2025-01-29,2025-01
2025-01-29,colocacion de lampara,desconocido,Instalaciónes Varias,flia farfan,santa rita,lampara 80w,1,2025-01-29,2025-01
2025-04-02,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,13,2025-04-02,2025-04
