fecha,trabajo_realizado,calle,categoria,referencia,barrio,insumos_1,cantidad_1,fechasarregladas,mes
2025-04-02,colocacion,desconocido,Instalaciónes Varias,municipalidad,desconocido,soga,1,2025-04-02,2025-04
2025-04-02,reconexion,belgrano,Conexión / Reconexion,belgrano e independencia,desconocido,no se usaron insumos,0,2025-04-02,2025-04
2025-04-02,reparacion,inmigrantes,Reparación / Mantenimiento,barrio hospital calle inmigrantes,hospital,no se usaron insumos,0,2025-04-02,2025-04
2025-04-02,colocacion,paraje puesto nuevo,Instalaciónes Varias,casa de mabel silva,puesto nuevo,brazo,1,2025-04-02,2025-04
2025-04-02,colocacion de lampara,la loma,Instalaciónes Varias,flia mercedes toloza,la loma,lampara 80w,1,2025-04-02,2025-04
2025-04-02,cambio de contactor,pozo zuni,Reemplazo de insumos electricos,pozo zuni,pozo zuni,no se usaron insumos,0,2025-04-02,2025-04
2025-04-02,colocacion de lampara,desconocido,Instalaciónes Varias,plazoleta belgrano,desconocido,lampara 80w,2,2025-04-02,2025-04
2025-01-14,bajada de electricidad,av. san martin,Bajada de energía,av san martin barrio libertad,libertad,no se usaron insumos,0,2025-01-14,2025-01
2025-01-14,colocacion de lampara,dorrego,Instalaciónes Varias,pasaje santos vega y dorrego,desconocido,lampara 80w,1,2025-01-14,2025-01
2025-01-14,colocacion de lampara,libertad,Instalaciónes Varias,libertad y rafael ruiz,desconocido,lampara 80w,1,2025-01-14,2025-01
2025-01-14,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-14,2025-01
2025-01-15,colocacion de lampara y reconexiones,gerez,Instalaciónes Varias,calle gerez junto a la tapia de sportivo,desconocido,lampara 80w,2,2025-01-15,2025-01
2025-02-02,colocacion de lampara,irigoyen,Instalaciónes Varias,irigoyen barrio las malvinas lote de grigio,las malvinas,lampara 80w,1,2025-02-02,2025-02
2025-02-02,colocacion de lampara,chazarreta,Instalaciónes Varias,chazarreta y laprida,desconocido,lampara 80w,2,2025-02-02,2025-02
2025-02-02,reconexion,desconocido,Conexión / Reconexion,plazoleta del maipu,maipu,no se usaron insumos,0,2025-02-02,2025-02
2025-02-02,cambio de fotocelula,desconocido,Reemplazo de insumos electricos,cic de las americas,las americas,fotocelula,1,2025-02-02,2025-02
2025-02-02,traslado,desconocido,Trabajos generales / Varios,sec. gonzales,desconocido,cable concentrico,,2025-02-02,2025-02
2025-03-02,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2025-03-02,2025-03
2025-03-02,colocacion de lampara,27 de abril,Instalaciónes Varias,entre san martin y libertad,desconocido,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,27 de abril,Instalaciónes Varias,entre libertad y remedios de escalada,desconocido,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,libertad,Instalaciónes Varias,entre 27 de abril y santiago del estero,desconocido,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,moreno,Instalaciónes Varias,moreno y mayuli,independiente,lampara 80w,1,2025-03-02,2025-03
2025-01-23,colocacion de lampara,corrientes,Instalaciónes Varias,calle corrientes y publica,las penquitas,lampara 80w,1,2025-01-23,2025-01
2025-01-23,corte de cables sueltos,pedro leon gallo,Trabajos generales / Varios,pedro leon gallo y rivadavia,desconocido,no se usaron insumos,0,2025-01-23,2025-01
2025-01-23,revision de cable cortado,los castillo,Trabajos generales / Varios,calle los castillo,desconocido,fotocelula,1,2025-01-23,2025-01
2025-01-23,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-23,2025-01
2025-01-23,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2025-01-23,2025-01
2025-01-24,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-24,2025-01
2025-01-24,cambio de llave,desconocido,Reemplazo de insumos electricos,predio paseo del agro,desconocido,llave bipolar de 20 A40amp,1,2025-01-24,2025-01
2025-01-24,colocacion de lampara,desconocido,Instalaciónes Varias,cementerio,desconocido,lampara 80w,1,2025-01-24,2025-01
2025-01-27,retiro de reflectores y palos,desconocido,Reparación / Mantenimiento,cancha de rugby,desconocido,no se usaron insumos,0,2025-01-27,2025-01
2025-01-27, retiro de reflectores palos y cables,desconocido,Reparación / Mantenimiento,la cuchilla,desconocido,no se usaron insumos,0,2025-01-27,2025-01
2025-01-27,colocaion de lampara,america central,Instalaciónes Varias,frente a la escuela paul harris,desconocido,lampara 80w,1,2025-01-27,2025-01
2025-01-27,colocacion de lampara,balcarce,Instalaciónes Varias,entre colon y 25 de mayo,desconocido,lampara 80w,1,2025-01-27,2025-01
2025-01-13,colocacion de lampara,hector celario,Instalaciónes Varias,hector celario y libertad,desconocido,lampara 80w,1,2025-01-13,2025-01
2025-01-13,colocacion de lampara y reubicaciones,libertad,Instalaciónes Varias,libertad y garcia mendez,bicentenario,lampara 80w,1,2025-01-13,2025-01
2025-01-13,colocacion de lampara,santa fe,Instalaciónes Varias,av. del agro y heroes de malvinas,desconocido,lampara 80w,2,2025-01-13,2025-01
2025-01-13,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y av. del agro,desconocido,lampara 80w,1,2025-01-13,2025-01
2025-01-13,colocacion de lampara,ruta 34,Instalaciónes Varias,flia velasquez,desconocido,lampara 80w,1,2025-01-13,2025-01
2025-01-13,colocacion de lampara,desconocido,Instalaciónes Varias,taller de chato,las americas,lampara 80w,4,2025-01-13,2025-01
2025-01-13,reconexion,desconocido,Conexión / Reconexion,desconocido,2 de abril,no se usaron insumos,0,2025-01-13,2025-01
2025-01-29,retiro luces navideñas,av. belgrano,Reparación / Mantenimiento,av. belgrano,desconocido,no se usaron insumos,0,2025-01-29,2025-01
2025-01-29,conexion,desconocido,Conexión / Reconexion,oficina del arqui,desconocido,no se usaron insumos,0,2025-01-29,2025-01
2025-01-30,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,15,2025-01-30,2025-01
2025-01-30,extension,desconocido,Trabajos generales / Varios,pasaje detras del barrio aguila,desconocido,cable,,2025-01-30,2025-01
2025-01-30,colocacion de lampara,jesus fernandez,Instalaciónes Varias,pasaje santos vega y jesus fernandez,aguila,lampara 80w,1,2025-01-30,2025-01
2025-01-30,colocacion de lampara,jesus fernandez,Instalaciónes Varias,entre santos vega y rene favaloro,desconocido,lampara 80w,1,2025-01-30,2025-01
2025-01-30,colocacion de lampara,sargento cabral,Instalaciónes Varias,entre dorrego y moreno,desconocido,lampara 80w,1,2025-01-30,2025-01
2025-01-30,colocacion de lampara,desconocido,Instalaciónes Varias,frente a la escuela paul harris,las americas,lampara 80w,1,2025-01-30,2025-01
2025-01-16,reconexion,absalon rojas,Conexión / Reconexion,frente a susi wozquivich,desconocido,no se usaron insumos,0,2025-01-16,2025-01
2025-01-16,colocacion de lampara,remedios de escalada,Instalaciónes Varias,pasaje roca,desconocido,lampara 80w,1,2025-01-16,2025-01
2025-01-16,reconexion,san martin,Conexión / Reconexion,flia luna,quemado,cable,,2025-01-16,2025-01
2025-01-16,recambio y colocacion de lampara,san martin,Reemplazo de insumos electricos,concejal gomez,libertad,brazo,1,2025-01-16,2025-01
2025-01-16,colocaion de lampara,ruta 34 (vieja),Instalaciónes Varias,calle alen y ruta 34 vieja,desconocido,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,desconocido,Instalaciónes Varias,flia pereyra,el canalito,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,aguirre,Instalaciónes Varias,entre urquiza y matienzo,desconocido,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,almirante brown,Instalaciónes Varias,entre bolivia y rivadavia,desconocido,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,mar argentino,Instalaciónes Varias,mar argentino y santa fe,2 de abril,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,desconocido,Instalaciónes Varias,flia galvan,20 de junio,lampara 80w,1,2025-01-16,2025-01
2025-01-16,colocacion de lampara,moreno,Instalaciónes Varias,moreno y remedios de escalada,desconocido,lampara 80w,1,2025-01-16,2025-01
2025-01-22,colocacion,desconocido,Instalaciónes Varias,predio de los vidaleros,desconocido,cable concentrico,,2025-01-22,2025-01
2025-01-22,retiro de luces navideñas,santiago del estero,Reparación / Mantenimiento,de santiago del estero hasta chein,desconocido,no se usaron insumos,0,2025-01-22,2025-01
2025-01-22,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-22,2025-01
2025-01-23,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,2025-01-23,2025-01
2025-01-23,colocacion,la cuchilla,Instalaciónes Varias,flia molinari,desconocido,guirnalda,1,2025-01-23,2025-01
2025-01-23,colocacion,la cuchilla,Instalaciónes Varias,flia molinari,desconocido,reflector,0,2025-01-23,2025-01
2025-01-23,bajada de electricidad,la cuchilla,Bajada de energía,flia molinari,desconocido,bajada para sonido y luz,2,2025-01-23,2025-01
2025-01-23,colocacion,la cuchilla,Instalaciónes Varias,flia molinari,desconocido,antibanda,1,2025-01-23,2025-01
2025-01-23,colocacion de lampara,america del norte,Instalaciónes Varias,america del norte y corrientes desde flia leiva hasta flia farias,las americas,lampara 80w,4,2025-01-23,2025-01
2025-01-23,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y america del norte flia ragel bravo,desconocido,lampara 80w,1,2025-01-23,2025-01
2025-01-30,colocacion de lampara,homero mansi,Instalaciónes Varias,barrio cooperativa calle homero masi,cooperativa,lampara 80w,2,2025-01-30,2025-01
2025-01-30,colocacion,desconocido,Instalaciónes Varias,cementerio,desconocido,toma corriente,4,2025-01-30,2025-01
2025-01-30,trabajo en taller,desconocido,Trabajos generales / Varios,desconocido,desconocido,no se usaron insumos,0,2025-01-30,2025-01
2025-01-30,retiro mangueras navideñas,raul alfonsin,Reparación / Mantenimiento,av. del agro,desconocido,no se usaron insumos,0,2025-01-30,2025-01
2025-01-28,colocacion de lampara,laprida,Instalaciónes Varias,entre 25 de mayo y colon,desconocido,lampara 80w,1,2025-01-28,2025-01
2025-01-28,colocacion de lampara,godoy cruz,Instalaciónes Varias,flia rosa santillan,desconocido,lampara 80w,0,2025-01-28,2025-01
2025-03-02,reparacion,general taboada,Reparación / Mantenimiento,entre moreno y dorrego,desconocido,no se usaron insumos,0,2025-03-02,2025-03
2025-03-02,colocacion de lampara,libertad,Instalaciónes Varias,entre jesus fernandez y 9 de julio,desconocido,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,raul alfonsin,Instalaciónes Varias,entre raul alfonsin y america del norte (ramon mansilla),las americas,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,los castillo,Instalaciónes Varias,entre pozo zuni y la loma,desconocido,lampara 80w,2,2025-03-02,2025-03
2025-03-02,colocacion de lampara,pasaje santos vega,Instalaciónes Varias,pasaje santos vega,aguila,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,calle gerez,Instalaciónes Varias,al lado de sportivo (mari delveliz),desconocido,lampara 80w,1,2025-03-02,2025-03
2025-03-02,colocacion de lampara,chazarreta,Instalaciónes Varias,chazarreta y dario bovetti,las malvinas,lampara 80w,1,2025-03-02,2025-03
2025-03-02,cambio de focos,av. 25 de mayo,Reemplazo de insumos electricos,veredon y bulevar,desconocido,lampara 80w,2,2025-03-02,2025-03
2024-12-19,retiro de insumo,san martin,Retiro de insumos varios,municipalidad,desconocido,lampara 100w,10,,2024-12
2024-12-19,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y uriarte,2 de abril ampliacion,lampara 80w,1,,2024-12
2024-12-19,arreglo de cable caido del alumbrado,borges,Reparación / Mantenimiento,borges y saavedra,desconocido,no se usaron insumos,0,,2024-12
2024-12-20,colocacion de lampara,27 de abril,Instalaciónes Varias,27 de abril y belgrano,desconocido,lampara 80w,1,,2024-12
2024-12-20,retiro de insumo,desconocido,Retiro de insumos varios,municipalidad,desconocido,lampara 80w,10,,2024-12
2024-12-21,colocacion de lampara,uriarte,Instalaciónes Varias,uriarte y corrientes,3 de abril,lampara 80w,2,,2024-12
2024-12-21,retiro de insumo,san martin,Retiro de insumos varios,municipalidad,centro,lampara 100w,8,,2024-12
2024-12-21,colocacion de lampara,namuncura,Instalaciónes Varias,cruzando ruta 34,desconocido,lampara 100w,1,,2024-12
2024-12-21,colocacion de lampara,tucuman,Instalaciónes Varias,entre colon y almirante brown,desconocido,lampara 80w,1,,2024-12
2024-12-22,reconexion,desconocido,Conexión / Reconexion,plazoleta del maipu,maipu,no se usaron insumos,0,,2024-12
2024-12-22,colocaion de lampara,america central,Instalaciónes Varias,frente a la escuela paul harris,desconocido,lampara 80w,1,,2024-12
2024-12-22,colocacion de lampara,mar argentino,Instalaciónes Varias,mar argentino y santa fe,2 de abril,lampara 80w,1,,2024-12
2024-12-23,colocacion de lampara,congreso,Instalaciónes Varias,congreso y martin fierro,desconocido,lampara 80w,1,,2024-12
2024-12-23,retiro de insumos,av san martin,Retiro de insumos varios,municipalidad,centro,lampara 80w,10,,2024-12
2024-12-24,colocacion de lampara,desconocido,Instalaciónes Varias,cementerio,desconocido,lampara 80w,1,,2024-12
2024-12-24,colocacion de lampara,alfonsin,Instalaciónes Varias,alfonsin y calle publica(cic),desconocido,lampara 80w,1,,2024-12
2024-12-26,colocacion de lampara,mar argentino,Instalaciónes Varias,entre alfonsin y santa fe,desconocido,lampara 100w,1,,2024-12
2024-12-26,colocacion de lampara,almirante brown,Instalaciónes Varias,entre bolivia y rivadavia,desconocido,lampara 80w,1,,2024-12
2024-12-26,timer corregido de comando,san martin,Cambio de Timer / Programación,plaza principal,desconocido,no se usaron insumos,0,,2024-12
2024-12-26,colocacion de lampara,pasaje santos vega,Instalaciónes Varias,pasaje santos vega,aguila,lampara 80w,1,,2024-12
2024-12-26,cambio de conexion de llave de luz,desconocido,Reemplazo de insumos electricos,capilla,2 de abril,no se usaron insumos,0,,2024-12
2024-12-27,colocacion de lampara,dorrego,Instalaciónes Varias,pasaje santos vega y dorrego,desconocido,lampara 80w,1,,2024-12
2024-12-27,colocacion de lampara,uriarte,Instalaciónes Varias,casi alfonsin frente a maderera el aleman,desconocido,lampara 80w,1,,2024-12
2024-12-27,colocacion de lampara,cordoba,Instalaciónes Varias,cordoba y heroes de malvinas,desconocido,lampara 80w,2,,2024-12
2024-12-27,colocacion de lampara,corrientes,Instalaciónes Varias,corrientes y andres chazarreta,desconocido,lampara 80w,2,,2024-12
2024-12-28,colocacion de lampara,sargento cabral,Instalaciónes Varias,dorrego y 12 de octubre,desconocido,lampara 80w,1,,2024-12
2024-12-28,empalme de cables de semaforo,san martin,Trabajos generales / Varios,san martin y santiago del estero,desconocido,no se usaron insumos,0,,2024-12
2024-12-29,colocacion de lampara,desconocido,Instalaciónes Varias,frente a nicolosi,desconocido,lampara 100w,4,,2024-12
2024-12-30,retiro de insumo,san martin,Retiro de insumos varios,municipalidad,centro,timer comando,2,,2024-12
2024-12-31,colocacion de lampara,garcia mendez,Instalaciónes Varias,garcia mendez y belgrano,desconocido,lampara 80w,1,,2024-12
2025-01-01,colocacion de lampara,rivadavia,Instalaciónes Varias,entre colon y 25 de mayo,desconocido,lampara 80w,2,2025-01-01,2025-01
2025-01-01,colocacion y retiro de cable,desconocido,Instalaciónes Varias,predio fiesta del trigo,desconocido,antivandalos,3,2025-01-01,2025-01
2025-01-01,colocacion de lampara,uriarte ,Instalaciónes Varias,uriarte y santa fe ,2 de abril,lampara 80w,1,2025-01-01,2025-01
2025-01-01,colocacion de lampara,pasaje America,Instalaciónes Varias,desconocido,12 de octubre,lampara 80w,1,2025-01-01,2025-01
